"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V690","2020-04-20 20:00:00","30.000","45.000","1.100","26.300","0.800","1010.600","","0.000","-99.000","-99.000","-99.000","28.100","","24.800",""
"C0Z210","2020-04-20 20:00:00","126.000","5.000","1.300","21.400","0.990","1002.000","","1.500","-99.000","-99.000","-99.000","27.100","","21.200",""
"C0U770","2020-04-20 20:00:00","5.000","350.000","2.300","22.000","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","24.800","","22.000",""
"C0Z080","2020-04-20 20:00:00","298.000","352.000","0.900","20.800","0.990","981.400","","6.500","-99.000","-99.000","-99.000","30.800","","20.800",""
"C0G640","2020-04-20 20:00:00","17.000","351.000","0.800","24.700","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","28.500","","22.100",""
"C0X200","2020-04-20 20:00:00","61.000","274.000","0.600","25.200","0.840","1006.200","","0.000","-99.000","-99.000","-99.000","32.400","","21.400",""
"C0U900","2020-04-20 20:00:00","63.000","107.000","0.500","21.100","0.990","1009.400","","2.000","-99.000","-99.000","-99.000","23.800","","20.400",""
"C0Z230","2020-04-20 20:00:00","31.000","287.000","1.300","21.900","0.920","1012.700","","0.000","-99.000","-99.000","-99.000","25.900","","21.700",""
"C0F9O0","2020-04-20 20:00:00","175.000","0.000","0.200","25.900","0.710","993.500","","0.000","-99.000","-99.000","-99.000","30.100","","23.700",""
"C0R770","2020-04-20 20:00:00","93.000","0.000","0.000","24.900","0.860","1003.200","","0.000","-99.000","-99.000","-99.000","29.400","","20.600",""
"C0C540","2020-04-20 20:00:00","46.000","128.000","0.600","23.300","0.760","1008.200","","0.000","-99.000","-99.000","-99.000","28.100","","22.100",""
"C0G770","2020-04-20 20:00:00","15.000","349.000","0.400","25.900","0.830","1011.700","","0.000","-99.000","-99.000","-99.000","28.800","","23.800",""
"C0V670","2020-04-20 20:00:00","20.000","347.000","0.900","26.500","0.760","1010.800","","0.000","-99.000","-99.000","-99.000","28.900","","24.500",""
"C0A870","2020-04-20 20:00:00","685.000","89.000","4.100","18.000","1.000","935.600","","1.500","-99.000","-99.000","-99.000","20.700","","17.600",""
"C0R220","2020-04-20 20:00:00","23.000","141.000","0.800","26.400","1.000","1011.000","","0.000","-99.000","-99.000","-99.000","30.800","","22.500",""
"C0Z220","2020-04-20 20:00:00","589.000","0.000","0.100","19.000","1.000","950.600","","1.000","-99.000","-99.000","-99.000","22.600","","19.000",""
"C0D560","2020-04-20 20:00:00","147.000","43.000","0.700","25.000","0.730","997.000","","0.000","-99.000","-99.000","-99.000","30.100","","22.000",""
"C0I380","2020-04-20 20:00:00","258.000","306.000","0.400","25.000","0.810","983.600","","0.000","-99.000","-99.000","-99.000","31.000","","19.900",""
"C0Z020","2020-04-20 20:00:00","211.000","31.000","3.800","21.700","0.990","990.000","","0.000","-99.000","-99.000","-99.000","28.200","","20.300",""
"C0Z190","2020-04-20 20:00:00","62.000","324.000","0.400","22.200","0.990","1008.100","","4.000","-99.000","-99.000","-99.000","25.900","","21.900",""
"C0C710","2020-04-20 20:00:00","143.000","130.000","0.400","21.200","0.980","997.600","","0.000","-99.000","-99.000","-99.000","26.200","","20.400",""
"C0D360","2020-04-20 20:00:00","523.000","0.000","0.000","20.100","0.940","953.500","","0.000","-99.000","-99.000","-99.000","26.000","","17.300",""
"C0C680","2020-04-20 20:00:00","228.000","74.000","2.500","20.800","0.830","986.100","","0.000","-99.000","-99.000","-99.000","22.700","","20.700",""
"C0V710","2020-04-20 20:00:00","34.000","322.000","1.100","26.800","0.740","1009.300","","0.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0G840","2020-04-20 20:00:00","32.000","311.000","0.500","25.500","0.760","1009.200","","0.000","-99.000","-99.000","-99.000","30.400","","23.000",""
"C0S890","2020-04-20 20:00:00","238.000","360.000","2.400","22.500","0.910","990.500","","0.000","-99.000","-99.000","-99.000","30.700","","19.500",""
"C0T820","2020-04-20 20:00:00","550.000","100.000","0.300","21.000","0.830","956.900","","0.000","-99.000","-99.000","-99.000","28.400","","16.200",""
"C0F9I0","2020-04-20 20:00:00","194.000","330.000","1.400","23.800","0.920","991.100","","0.000","-99.000","-99.000","-99.000","27.000","","22.500",""
"C0C650","2020-04-20 20:00:00","208.000","94.000","1.000","21.000","0.850","989.800","","0.000","-99.000","-99.000","-99.000","24.400","","20.800",""
"C0R600","2020-04-20 20:00:00","766.000","92.000","0.400","22.200","0.860","928.700","","0.000","-99.000","-99.000","-99.000","27.700","","21.800",""
"C0Z320","2020-04-20 20:00:00","646.000","0.000","0.000","19.300","1.000","943.000","","1.000","-99.000","-99.000","-99.000","28.900","","15.900",""
"C0V210","2020-04-20 20:00:00","734.000","222.000","1.600","23.600","0.740","933.400","","0.000","-99.000","-99.000","-99.000","32.100","","16.000",""
"C0K240","2020-04-20 20:00:00","1132.000","320.000","1.300","19.100","0.990","893.300","","0.000","-99.000","-99.000","-99.000","27.100","","16.300",""
"C0M520","2020-04-20 20:00:00","15.000","345.000","0.500","25.000","0.790","1011.200","","0.000","-99.000","-99.000","-99.000","28.800","","22.800",""
"C0A530","2020-04-20 20:00:00","300.000","65.000","1.000","20.100","0.990","980.300","","0.000","-99.000","-99.000","-99.000","21.100","","19.500",""
"C0E820","2020-04-20 20:00:00","220.000","191.000","0.400","23.400","0.840","988.500","","0.000","-99.000","-99.000","-99.000","28.200","","19.700",""
"C0K450","2020-04-20 20:00:00","35.000","322.000","1.000","25.600","0.750","1008.800","","0.000","-99.000","-99.000","-99.000","30.000","","23.100",""
"C0G760","2020-04-20 20:00:00","53.000","277.000","1.000","25.800","0.860","1009.800","","0.000","-99.000","-99.000","-99.000","30.100","","22.800",""
"CM0120","2020-04-20 20:00:00","4.000","1.000","1.000","25.600","0.750","1013.200","","0.000","-99.000","-99.000","-99.000","27.600","","23.600",""
"C0Z290","2020-04-20 20:00:00","946.000","0.000","0.000","17.900","1.000","911.000","","0.000","-99.000","-99.000","-99.000","23.300","","17.900",""
"C0V680","2020-04-20 20:00:00","40.000","347.000","0.500","26.900","0.750","1008.500","","0.000","-99.000","-99.000","-99.000","30.500","","24.100",""
"C0R760","2020-04-20 20:00:00","336.000","359.000","3.900","23.000","0.970","976.200","","0.000","-99.000","-99.000","-99.000","28.400","","21.500",""
"C0F9U0","2020-04-20 20:00:00","74.000","239.000","1.100","26.900","0.640","1005.000","","0.000","-99.000","-99.000","-99.000","30.500","","24.700",""
"C0AI10","2020-04-20 20:00:00","76.000","250.000","0.600","22.600","0.840","1004.500","","0.000","-99.000","-99.000","-99.000","25.900","","21.500",""
"C0V530","2020-04-20 20:00:00","34.000","289.000","0.700","26.100","0.750","1009.200","","0.000","-99.000","-99.000","-99.000","30.800","","22.600",""
"C0R790","2020-04-20 20:00:00","111.000","9.000","6.900","25.000","0.910","1001.400","","0.000","-99.000","-99.000","-99.000","33.800","","24.900",""
"C0R550","2020-04-20 20:00:00","38.000","135.000","1.900","25.100","0.840","1009.800","","0.000","-99.000","-99.000","-99.000","31.300","","19.700",""
"C0F9L0","2020-04-20 20:00:00","253.000","306.000","1.200","24.700","0.780","984.500","","0.000","-99.000","-99.000","-99.000","27.900","","22.800",""
"C0A950","2020-04-20 20:00:00","60.000","170.000","4.500","22.000","1.000","1007.900","","0.000","-99.000","-99.000","-99.000","24.700","","21.100",""
"C0R160","2020-04-20 20:00:00","45.000","226.000","1.200","25.700","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","33.400","","20.600",""
"C0F9S0","2020-04-20 20:00:00","43.000","304.000","1.600","26.500","0.630","1008.500","","0.000","-99.000","-99.000","-99.000","30.100","","24.300",""
"C0M820","2020-04-20 20:00:00","980.000","237.000","0.900","21.400","0.820","906.900","","0.000","-99.000","-99.000","-99.000","27.700","","16.300",""
"C0G870","2020-04-20 20:00:00","12.000","4.000","1.300","25.000","0.720","1012.800","","0.000","-99.000","-99.000","-99.000","27.900","","22.100",""
"C0R530","2020-04-20 20:00:00","16.000","247.000","1.900","26.300","0.720","1011.500","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0O840","2020-04-20 20:00:00","134.000","308.000","1.200","24.200","0.870","996.500","","0.000","-99.000","-99.000","-99.000","30.400","","21.900",""
"C0A890","2020-04-20 20:00:00","40.000","0.000","0.000","21.100","0.950","1009.400","","0.000","-99.000","-99.000","-99.000","22.100","","20.100",""
"C0A660","2020-04-20 20:00:00","97.000","0.000","0.000","21.500","0.870","1002.900","","0.000","-99.000","-99.000","-99.000","22.000","","20.100",""
"C0T9H0","2020-04-20 20:00:00","725.000","1.000","3.000","18.200","0.990","935.100","","9.000","-99.000","-99.000","-99.000","21.800","","18.200",""
"C0R270","2020-04-20 20:00:00","51.000","356.000","0.700","24.400","0.970","1006.400","","0.000","-99.000","-99.000","-99.000","31.100","","22.500",""
"C0O980","2020-04-20 20:00:00","18.000","305.000","0.900","24.800","0.870","1012.500","","0.000","-99.000","-99.000","-99.000","33.200","","21.600",""
"C0T9I0","2020-04-20 20:00:00","152.000","219.000","0.900","21.400","0.990","999.000","","4.000","-99.000","-99.000","-99.000","25.200","","21.400",""
"C0A560","2020-04-20 20:00:00","405.000","0.000","0.100","20.400","1.000","969.100","","0.000","-99.000","-99.000","-99.000","24.100","","16.700",""
"C0X190","2020-04-20 20:00:00","10.000","3.000","1.400","25.800","0.800","1011.700","","0.000","-99.000","-99.000","-99.000","28.400","","24.100",""
"C0S950","2020-04-20 20:00:00","415.000","0.000","0.100","22.100","0.970","966.800","","0.000","-99.000","-99.000","-99.000","28.900","","21.300",""
"C0A880","2020-04-20 20:00:00","6.000","0.000","0.000","21.200","0.930","1012.900","","0.000","-99.000","-99.000","-99.000","22.500","","20.900",""
"C0I530","2020-04-20 20:00:00","3014.000","228.000","7.600","6.600","1.000","-99.000","","-99.000","16.100","227.000","","13.200","","6.100",""
"C0M670","2020-04-20 20:00:00","43.000","289.000","1.100","25.700","0.750","1008.000","","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0Z061","2020-04-20 20:00:00","174.000","322.000","1.100","22.400","0.990","998.200","","0.000","-99.000","-99.000","-99.000","29.700","","21.700",""
"C0M730","2020-04-20 20:00:00","40.000","293.000","1.100","26.700","0.690","1008.200","","0.000","-99.000","-99.000","-99.000","33.300","","23.000",""
"C0U750","2020-04-20 20:00:00","398.000","174.000","2.200","18.900","1.000","969.300","","0.500","-99.000","-99.000","-99.000","22.600","","18.000",""
"C0A650","2020-04-20 20:00:00","287.000","0.000","0.000","-99.000","-99.000","982.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K400","2020-04-20 20:00:00","65.000","286.000","0.900","25.800","0.790","1006.700","","0.000","-99.000","-99.000","-99.000","30.200","","22.600",""
"C0I370","2020-04-20 20:00:00","671.000","248.000","0.600","22.600","0.850","939.800","","0.000","-99.000","-99.000","-99.000","29.700","","17.700",""
"C0S750","2020-04-20 20:00:00","2280.000","337.000","0.900","12.500","0.980","775.400","","0.000","-99.000","-99.000","-99.000","20.200","","10.900",""
"C0R650","2020-04-20 20:00:00","29.000","208.000","0.900","26.800","0.780","1011.200","","0.000","-99.000","-99.000","-99.000","31.700","","22.300",""
"C0E740","2020-04-20 20:00:00","27.000","224.000","0.300","25.700","0.880","-99.000","","0.000","-99.000","-99.000","-99.000","30.000","","24.100",""
"C0AI20","2020-04-20 20:00:00","25.000","119.000","6.000","22.000","0.800","1010.600","","0.000","-99.000","-99.000","-99.000","24.500","","20.600",""
"C0E550","2020-04-20 20:00:00","84.000","0.000","0.000","23.900","0.840","1004.700","","0.000","-99.000","-99.000","-99.000","28.100","","21.900",""
"C0X060","2020-04-20 20:00:00","19.000","353.000","1.200","24.700","0.830","1013.000","","0.000","-99.000","-99.000","-99.000","31.200","","21.500",""
"C0R510","2020-04-20 20:00:00","31.000","310.000","1.000","27.200","0.690","1008.900","","0.000","-99.000","-99.000","-99.000","32.300","","23.200",""
"C0AC60","2020-04-20 20:00:00","55.000","86.000","1.100","23.500","0.770","1007.100","","0.000","-99.000","-99.000","-99.000","27.000","","22.600",""
"C0UA70","2020-04-20 20:00:00","547.000","152.000","1.700","18.800","0.990","953.600","","3.000","-99.000","-99.000","-99.000","22.500","","18.100",""
"C0G740","2020-04-20 20:00:00","24.000","331.000","1.000","25.200","0.820","1011.100","","0.000","-99.000","-99.000","-99.000","27.500","","22.800",""
"C0F9N0","2020-04-20 20:00:00","75.000","241.000","0.900","26.800","0.660","1004.600","","0.000","-99.000","-99.000","-99.000","31.100","","25.000",""
"C0F9T0","2020-04-20 20:00:00","111.000","320.000","1.700","25.800","0.680","1000.100","","0.000","-99.000","-99.000","-99.000","28.500","","24.000",""
"C0S710","2020-04-20 20:00:00","382.000","13.000","2.600","22.000","0.910","972.200","","0.000","8.700","5.000","","29.900","","21.700",""
"C0M680","2020-04-20 20:00:00","37.000","337.000","0.500","25.900","0.770","1010.800","","0.000","-99.000","-99.000","-99.000","30.700","","23.300",""
"C0X220","2020-04-20 20:00:00","26.000","345.000","1.100","24.800","0.800","1010.400","","0.000","-99.000","-99.000","-99.000","28.300","","23.200",""
"C0I460","2020-04-20 20:00:00","110.000","355.000","0.500","26.800","0.670","1001.200","","0.000","-99.000","-99.000","-99.000","30.700","","23.500",""
"C0A9F0","2020-04-20 20:00:00","35.000","-99.000","-99.000","23.400","0.790","1010.300","","0.000","-99.000","-99.000","-99.000","25.200","","22.600",""
"C0F9A0","2020-04-20 20:00:00","425.000","233.000","0.600","23.300","0.830","966.000","","0.000","-99.000","-99.000","-99.000","31.300","","21.700",""
"C0O950","2020-04-20 20:00:00","4.000","0.000","0.000","25.100","0.970","1012.200","","0.000","-99.000","-99.000","-99.000","29.600","","23.100",""
"C0M760","2020-04-20 20:00:00","40.000","308.000","1.000","25.700","0.780","1009.000","","0.000","-99.000","-99.000","-99.000","30.400","","23.600",""
"C0AH70","2020-04-20 20:00:00","34.000","73.000","2.300","23.200","0.720","1010.500","","0.000","-99.000","-99.000","-99.000","25.400","","22.700",""
"C0V250","2020-04-20 20:00:00","298.000","156.000","0.900","23.900","0.810","979.400","","0.000","-99.000","-99.000","-99.000","36.800","","17.800",""
"C0U980","2020-04-20 20:00:00","573.000","157.000","2.100","18.300","1.000","951.500","","3.500","-99.000","-99.000","-99.000","20.100","","18.000",""
"C0S740","2020-04-20 20:00:00","289.000","20.000","1.900","21.600","0.950","982.800","","0.000","-99.000","-99.000","-99.000","29.700","","18.900",""
"C0A940","2020-04-20 20:00:00","49.000","0.000","0.000","20.600","0.990","1009.300","","1.000","-99.000","-99.000","-99.000","22.800","","20.100",""
"C0A920","2020-04-20 20:00:00","196.000","115.000","3.700","20.800","0.900","991.100","","0.500","10.400","117.000","","24.600","","19.500",""
"C0T870","2020-04-20 20:00:00","135.000","0.000","0.200","21.100","0.990","999.600","","0.000","-99.000","-99.000","-99.000","24.400","","18.900",""
"C0O930","2020-04-20 20:00:00","69.000","0.000","0.100","24.700","0.900","1005.100","","0.000","-99.000","-99.000","-99.000","35.300","","20.800",""
"C0AI40","2020-04-20 20:00:00","37.000","78.000","2.500","24.400","0.700","1009.900","","0.000","-99.000","-99.000","-99.000","26.400","","23.800",""
"C0C460","2020-04-20 20:00:00","482.000","0.000","0.000","20.900","0.900","960.300","","0.000","-99.000","-99.000","-99.000","27.300","","18.600",""
"C0T9D0","2020-04-20 20:00:00","7.000","0.000","0.000","21.700","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","24.100","","21.700",""
"C0I390","2020-04-20 20:00:00","1184.000","269.000","0.400","19.900","1.000","887.400","","0.000","-99.000","-99.000","-99.000","26.300","","13.900",""
"C0B020","2020-04-20 20:00:00","86.000","89.000","5.900","21.800","0.890","1003.000","","0.500","-99.000","-99.000","-99.000","23.300","","21.000",""
"CM0170","2020-04-20 20:00:00","106.000","247.000","1.500","24.900","0.780","1002.600","","0.000","-99.000","-99.000","-99.000","28.800","","20.900",""
"C0F860","2020-04-20 20:00:00","2215.000","208.000","1.600","13.900","0.900","783.500","","0.000","-99.000","-99.000","-99.000","20.900","","11.100",""
"C0U890","2020-04-20 20:00:00","116.000","229.000","0.700","20.800","0.990","1003.200","","11.000","-99.000","-99.000","-99.000","23.700","","20.400",""
"C0G800","2020-04-20 20:00:00","15.000","354.000","1.800","24.800","0.970","1011.500","","0.000","-99.000","-99.000","-99.000","28.000","","22.800",""
"C0F850","2020-04-20 20:00:00","379.000","306.000","0.700","23.800","0.790","970.200","","0.000","-99.000","-99.000","-99.000","29.000","","19.200",""
"C0AH50","2020-04-20 20:00:00","275.000","89.000","3.400","21.100","0.990","982.400","","0.000","-99.000","-99.000","-99.000","23.100","","20.800",""
"C0Z160","2020-04-20 20:00:00","124.000","17.000","1.700","21.700","0.960","1004.200","","1.500","-99.000","-99.000","-99.000","26.200","","21.600",""
"C0R540","2020-04-20 20:00:00","17.000","250.000","0.400","27.400","0.750","1011.300","","0.000","-99.000","-99.000","-99.000","29.900","","21.900",""
"C0K480","2020-04-20 20:00:00","56.000","327.000","1.500","25.200","0.820","1006.900","","0.000","-99.000","-99.000","-99.000","29.100","","22.600",""
"C0H890","2020-04-20 20:00:00","440.000","269.000","0.300","24.500","0.780","963.400","","0.000","-99.000","-99.000","-99.000","30.500","","18.900",""
"C0S770","2020-04-20 20:00:00","375.000","154.000","1.100","22.200","1.000","971.900","","2.500","-99.000","-99.000","-99.000","28.900","","20.600",""
"C0X230","2020-04-20 20:00:00","29.000","348.000","0.800","25.000","0.790","1011.500","","0.000","-99.000","-99.000","-99.000","29.300","","22.700",""
"C0B010","2020-04-20 20:00:00","38.000","65.000","3.300","22.400","0.890","1007.500","","0.000","-99.000","-99.000","-99.000","23.200","","20.900",""
"C0R490","2020-04-20 20:00:00","49.000","244.000","1.400","26.400","0.720","1007.200","","0.000","-99.000","-99.000","-99.000","34.000","","22.200",""
"C0V440","2020-04-20 20:00:00","27.000","345.000","0.700","26.500","0.720","1009.800","","0.000","-99.000","-99.000","-99.000","32.300","","23.500",""
"C0SA40","2020-04-20 20:00:00","200.000","324.000","1.100","23.200","0.860","992.100","","0.000","-99.000","-99.000","-99.000","31.900","","19.100",""
"C0Z280","2020-04-20 20:00:00","224.000","295.000","0.400","21.500","0.990","991.000","","0.000","-99.000","-99.000","-99.000","27.600","","21.500",""
"C0Z070","2020-04-20 20:00:00","247.000","1.000","2.900","20.900","0.990","986.500","","0.000","-99.000","-99.000","-99.000","27.200","","20.800",""
"CM0180","2020-04-20 20:00:00","313.000","0.000","0.000","23.500","0.770","979.000","","0.000","-99.000","-99.000","-99.000","33.900","","18.200",""
"C0T9N0","2020-04-20 20:00:00","261.000","38.000","1.700","21.900","0.940","985.300","","0.000","-99.000","-99.000","-99.000","29.800","","19.800",""
"C0R800","2020-04-20 20:00:00","131.000","52.000","0.600","25.100","0.830","998.600","","0.000","-99.000","-99.000","-99.000","31.800","","20.500",""
"C0K470","2020-04-20 20:00:00","97.000","0.000","0.200","25.600","0.870","1002.300","","0.000","-99.000","-99.000","-99.000","29.800","","22.400",""
"C0R720","2020-04-20 20:00:00","214.000","18.000","3.500","23.800","0.970","990.200","","0.000","-99.000","-99.000","-99.000","30.500","","23.800",""
"C0V650","2020-04-20 20:00:00","28.000","334.000","0.600","26.200","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","28.300","","23.000",""
"C0R830","2020-04-20 20:00:00","383.000","49.000","2.000","22.500","0.970","970.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.900",""
"C0H9C0","2020-04-20 20:00:00","3402.000","318.000","1.400","5.900","0.970","679.200","","0.000","-99.000","-99.000","-99.000","10.500","","4.600",""
"C0U780","2020-04-20 20:00:00","15.000","245.000","0.300","21.000","0.990","1014.000","","8.000","-99.000","-99.000","-99.000","24.400","","20.700",""
"C0U760","2020-04-20 20:00:00","22.000","0.000","0.000","21.700","0.990","1014.200","","0.500","-99.000","-99.000","-99.000","24.500","","21.700",""
"C0X290","2020-04-20 20:00:00","10.000","357.000","1.500","25.300","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","28.300","","23.600",""
"C0E830","2020-04-20 20:00:00","37.000","301.000","1.900","24.400","0.860","1008.900","","0.000","-99.000","-99.000","-99.000","27.100","","23.400",""
"C0K330","2020-04-20 20:00:00","38.000","311.000","1.300","25.300","0.720","1008.900","","0.000","-99.000","-99.000","-99.000","30.700","","23.500",""
"C0M660","2020-04-20 20:00:00","40.000","308.000","1.500","25.200","0.790","1009.400","","0.000","-99.000","-99.000","-99.000","29.700","","23.000",""
"C0D580","2020-04-20 20:00:00","120.000","0.000","0.000","22.800","0.910","999.600","","0.000","-99.000","-99.000","-99.000","28.800","","20.800",""
"C0R640","2020-04-20 20:00:00","21.000","278.000","1.900","26.500","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","28.400","","23.800",""
"C0E810","2020-04-20 20:00:00","53.000","0.000","0.100","23.400","0.950","1007.800","","0.000","-99.000","-99.000","-99.000","28.500","","21.700",""
"C0G830","2020-04-20 20:00:00","27.000","318.000","1.600","25.300","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","28.600","","23.100",""
"C0A550","2020-04-20 20:00:00","422.000","0.000","0.000","19.300","1.000","967.600","","2.000","-99.000","-99.000","-99.000","19.900","","17.400",""
"C0G750","2020-04-20 20:00:00","31.000","286.000","0.700","25.400","0.770","1010.900","","-99.000","-99.000","-99.000","-99.000","28.800","","22.300",""
"C0Z270","2020-04-20 20:00:00","343.000","346.000","1.000","20.200","0.990","976.900","","6.500","-99.000","-99.000","-99.000","23.900","","20.200",""
"C0UA30","2020-04-20 20:00:00","1397.000","129.000","0.300","14.700","1.000","862.500","","4.000","-99.000","-99.000","-99.000","17.500","","14.700",""
"C0I080","2020-04-20 20:00:00","536.000","0.000","0.000","23.400","0.830","956.300","","0.000","-99.000","-99.000","-99.000","31.100","","16.700",""
"C0UA00","2020-04-20 20:00:00","392.000","0.000","0.000","19.400","0.980","971.900","","0.000","-99.000","-99.000","-99.000","21.800","","19.400",""
"C0AD40","2020-04-20 20:00:00","32.000","36.000","1.500","23.200","0.780","1009.700","","0.000","-99.000","-99.000","-99.000","25.600","","22.300",""
"C0G900","2020-04-20 20:00:00","20.000","6.000","2.800","25.100","0.880","1010.500","","0.000","-99.000","-99.000","-99.000","26.800","","24.500",""
"C0S660","2020-04-20 20:00:00","794.000","113.000","0.500","20.500","0.940","928.100","","0.000","-99.000","-99.000","-99.000","28.900","","17.300",""
"C0M640","2020-04-20 20:00:00","155.000","269.000","0.700","25.400","0.750","995.900","","0.000","-99.000","-99.000","-99.000","30.800","","21.100",""
"C0R660","2020-04-20 20:00:00","20.000","276.000","0.600","26.700","0.750","1012.100","","0.000","-99.000","-99.000","-99.000","28.100","","21.800",""
"C0UA10","2020-04-20 20:00:00","1711.000","311.000","1.000","12.900","1.000","833.900","","1.500","-99.000","-99.000","-99.000","19.100","","11.300",""
"C0V770","2020-04-20 20:00:00","26.000","347.000","0.700","26.100","0.750","1010.200","","0.000","-99.000","-99.000","-99.000","30.600","","23.200",""
"C0R560","2020-04-20 20:00:00","22.000","0.000","0.200","26.700","0.730","1011.500","","0.000","-99.000","-99.000","-99.000","30.800","","22.900",""
"C0F9P0","2020-04-20 20:00:00","26.000","354.000","1.100","24.700","0.950","1011.000","","0.000","-99.000","-99.000","-99.000","27.600","","23.500",""
"C0O970","2020-04-20 20:00:00","71.000","0.000","0.100","24.200","0.840","1005.300","","0.000","-99.000","-99.000","-99.000","33.600","","21.500",""
"C0F0B0","2020-04-20 20:00:00","311.000","261.000","1.300","23.900","0.810","978.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.600",""
"C0R700","2020-04-20 20:00:00","19.000","359.000","0.400","26.400","0.790","1012.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.400",""
"C0R780","2020-04-20 20:00:00","72.000","319.000","0.900","25.200","0.880","1007.300","","0.000","-99.000","-99.000","-99.000","30.500","","21.700",""
"C0R620","2020-04-20 20:00:00","34.000","35.000","1.900","25.900","0.890","1010.600","","0.000","-99.000","-99.000","-99.000","29.700","","24.900",""
"C0C660","2020-04-20 20:00:00","176.000","124.000","1.700","23.000","0.790","993.600","","0.000","-99.000","-99.000","-99.000","26.200","","21.900",""
"C0SA10","2020-04-20 20:00:00","411.000","333.000","0.600","21.800","0.920","968.100","","0.000","-99.000","-99.000","-99.000","29.400","","21.800",""
"C0M740","2020-04-20 20:00:00","15.000","351.000","0.800","25.100","0.810","1011.100","","0.000","-99.000","-99.000","-99.000","29.100","","23.300",""
"C0K460","2020-04-20 20:00:00","60.000","297.000","1.000","25.800","0.740","1005.700","","0.000","-99.000","-99.000","-99.000","29.600","","23.100",""
"C0X100","2020-04-20 20:00:00","10.000","350.000","1.600","26.100","0.850","1010.300","","0.000","-99.000","-99.000","-99.000","29.500","","24.700",""
"C0K560","2020-04-20 20:00:00","117.000","283.000","0.400","25.900","0.720","1000.900","","0.000","-99.000","-99.000","-99.000","30.500","","21.600",""
"C0R150","2020-04-20 20:00:00","105.000","0.000","0.000","25.400","0.730","1000.500","","0.000","-99.000","-99.000","-99.000","35.800","","21.500",""
"C0S690","2020-04-20 20:00:00","522.000","257.000","0.400","21.400","1.000","955.900","","0.000","-99.000","-99.000","-99.000","30.900","","21.300",""
"C0U870","2020-04-20 20:00:00","474.000","0.000","0.000","18.900","0.990","962.400","","6.000","-99.000","-99.000","-99.000","22.400","","18.700",""
"C0A520","2020-04-20 20:00:00","48.000","18.000","1.200","23.100","0.830","1008.400","","0.000","-99.000","-99.000","-99.000","25.100","","22.600",""
"C0X130","2020-04-20 20:00:00","27.000","340.000","0.800","26.100","0.800","1009.700","","0.000","-99.000","-99.000","-99.000","31.700","","23.300",""
"C0V400","2020-04-20 20:00:00","56.000","21.000","1.400","26.500","0.790","1006.300","","0.000","-99.000","-99.000","-99.000","30.500","","22.400",""
"C0UA40","2020-04-20 20:00:00","1121.000","210.000","1.400","16.400","0.990","891.400","","6.000","-99.000","-99.000","-99.000","18.800","","16.100",""
"C0G720","2020-04-20 20:00:00","50.000","309.000","1.400","25.500","0.750","1007.400","","0.000","-99.000","-99.000","-99.000","28.900","","22.900",""
"C0G890","2020-04-20 20:00:00","24.000","341.000","2.000","24.700","1.000","1010.500","","0.000","-99.000","-99.000","-99.000","27.100","","24.100",""
"C0I540","2020-04-20 20:00:00","3344.000","-99.000","-99.000","5.900","1.000","685.400","","-99.000","-99.000","-99.000","-99.000","10.400","","4.800",""
"C0K390","2020-04-20 20:00:00","31.000","323.000","1.500","25.400","0.750","1010.000","","0.000","-99.000","-99.000","-99.000","29.000","","23.300",""
"C0R730","2020-04-20 20:00:00","163.000","350.000","0.500","23.700","0.880","995.900","","0.000","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0T9A0","2020-04-20 20:00:00","498.000","0.000","0.000","19.200","0.990","959.300","","1.500","-99.000","-99.000","-99.000","22.500","","19.100",""
"C0AH40","2020-04-20 20:00:00","426.000","328.000","1.300","20.700","0.930","963.600","","0.000","-99.000","-99.000","-99.000","23.300","","19.800",""
"C0X280","2020-04-20 20:00:00","22.000","34.000","0.400","25.100","0.810","1011.200","","0.000","-99.000","-99.000","-99.000","27.800","","23.300",""
"C0V620","2020-04-20 20:00:00","18.000","327.000","0.800","25.900","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","28.100","","23.400",""
"C0H960","2020-04-20 20:00:00","120.000","0.000","0.100","26.400","0.680","998.400","","0.000","-99.000","-99.000","-99.000","30.500","","23.500",""
